strategy,query_id,type,repeat,latency_us,candidate_count,filter_queries,inverted_lookups,posting_records_read,full_tag_distance_computations
prefuzz,enron_full_031542,text,0,100,2,7,7,14,2
prefuzz,enron_full_031612,text,0,104,2,7,7,14,2
prefuzz,enron_full_031680,text,0,94,1,7,7,7,1
prefuzz,enron_full_032079,text,0,3,0,7,0,0,0
prefuzz,enron_full_032704,text,0,401,29,7,7,203,29
prefuzz,enron_full_033187,text,0,4,0,7,0,0,0
prefuzz,enron_full_033628,text,0,99,1,7,7,10,2
prefuzz,enron_full_034178,text,0,3,0,7,0,0,0
prefuzz,enron_full_034530,text,0,3,0,7,0,0,0
prefuzz,enron_full_035481,text,0,3,0,7,0,0,0
prefuzz,enron_full_035578,text,0,3,0,7,0,0,0
prefuzz,enron_full_035695,text,0,25,0,7,1,1,1
prefuzz,enron_full_035726,text,0,3,0,7,0,0,0
prefuzz,enron_full_035827,text,0,3,0,7,0,0,0
prefuzz,enron_full_035969,text,0,3,0,7,0,0,0
prefuzz,enron_full_035998,text,0,3,0,7,0,0,0
prefuzz,enron_full_038008,text,0,3,0,7,0,0,0
prefuzz,enron_full_040212,text,0,3,0,7,0,0,0
prefuzz,enron_full_040615,text,0,106,2,7,7,14,2
prefuzz,enron_full_041235,text,0,98,2,7,7,14,2
prefuzz,enron_full_042132,text,0,88,1,7,7,7,1
prefuzz,enron_full_045885,text,0,110,2,7,7,14,2
prefuzz,enron_full_046009,text,0,84,2,7,7,14,2
prefuzz,enron_full_046306,text,0,100,2,7,7,14,2
prefuzz,enron_full_046840,text,0,93,2,7,7,14,2
prefuzz,enron_full_047084,text,0,2,0,7,0,0,0
prefuzz,enron_full_047376,text,0,101,3,7,7,21,3
prefuzz,enron_full_047738,text,0,86,2,7,7,14,2
prefuzz,enron_full_047772,text,0,2,0,7,0,0,0
prefuzz,enron_full_048185,text,0,2,0,7,0,0,0
prefuzz,enron_full_048713,text,0,3,0,7,0,0,0
prefuzz,enron_full_049016,text,0,3,0,7,0,0,0
prefuzz,enron_full_049875,text,0,3,0,7,0,0,0
prefuzz,enron_full_050163,text,0,80,1,7,7,7,1
prefuzz,enron_full_050258,text,0,82,1,7,7,7,1
prefuzz,enron_full_050705,text,0,2,0,7,0,0,0
prefuzz,enron_full_050719,text,0,3,0,7,0,0,0
prefuzz,enron_full_051118,text,0,2,0,7,0,0,0
prefuzz,enron_full_051633,text,0,2,0,7,0,0,0
prefuzz,enron_full_052109,text,0,131,6,7,7,39,7
prefuzz,enron_full_052243,text,0,167,10,7,7,70,10
prefuzz,enron_full_052699,text,0,3,0,7,0,0,0
prefuzz,enron_full_052941,text,0,3,0,7,0,0,0
prefuzz,enron_full_053517,text,0,2,0,7,0,0,0
prefuzz,enron_full_053522,text,0,2,0,7,0,0,0
prefuzz,enron_full_054174,text,0,2,0,7,0,0,0
prefuzz,enron_full_055270,text,0,2,0,7,0,0,0
prefuzz,enron_full_055462,text,0,77,1,7,7,7,1
prefuzz,enron_full_056138,text,0,135,1,7,7,15,9
prefuzz,enron_full_056670,text,0,75,1,7,7,7,1
prefuzz,enron_full_056953,text,0,2,0,7,0,0,0
prefuzz,enron_full_057268,text,0,95,1,7,7,11,3
prefuzz,enron_full_057321,text,0,2,0,7,0,0,0
prefuzz,enron_full_057826,text,0,2,0,7,0,0,0
prefuzz,enron_full_058046,text,0,81,1,7,7,7,1
prefuzz,enron_full_058254,text,0,86,1,7,7,7,1
prefuzz,enron_full_058415,text,0,2,0,7,0,0,0
prefuzz,enron_full_059797,text,0,552,56,7,7,392,56
prefuzz,enron_full_060370,text,0,108,4,7,7,28,4
prefuzz,enron_full_060846,text,0,75,1,7,7,7,1
prefuzz,enron_full_062151,text,0,86,2,7,7,14,2
prefuzz,enron_full_062439,text,0,72,1,7,7,7,1
prefuzz,enron_full_063833,text,0,73,1,7,7,7,1
prefuzz,enron_full_063839,text,0,76,1,7,7,7,1
prefuzz,enron_full_064172,text,0,72,1,7,7,7,1
prefuzz,enron_full_064231,text,0,77,1,7,7,7,1
prefuzz,enron_full_064607,text,0,77,1,7,7,7,1
prefuzz,enron_full_065332,text,0,79,1,7,7,7,1
prefuzz,enron_full_065814,text,0,79,1,7,7,7,1
prefuzz,enron_full_066742,text,0,3,0,7,0,0,0
prefuzz,enron_full_067365,text,0,106,4,7,7,28,4
prefuzz,enron_full_067727,text,0,75,1,7,7,7,1
prefuzz,enron_full_067752,text,0,70,1,7,7,7,1
prefuzz,enron_full_068258,text,0,2,0,7,0,0,0
prefuzz,enron_full_068541,text,0,74,2,7,6,12,2
prefuzz,enron_full_068714,text,0,77,2,7,7,14,2
prefuzz,enron_full_068948,text,0,2,0,7,0,0,0
prefuzz,enron_full_069168,text,0,74,1,7,7,7,1
prefuzz,enron_full_069488,text,0,19,0,7,1,1,1
prefuzz,enron_full_070382,text,0,2,0,7,0,0,0
prefuzz,enron_full_071706,text,0,67,1,7,7,7,1
prefuzz,enron_full_071944,text,0,65,1,7,7,7,1
prefuzz,enron_full_072801,text,0,74,1,7,7,7,1
prefuzz,enron_full_073237,text,0,102,1,7,7,9,3
prefuzz,enron_full_075726,text,0,82,1,7,7,7,1
prefuzz,enron_full_076089,text,0,80,2,7,7,14,2
prefuzz,enron_full_078045,text,0,2,0,7,0,0,0
prefuzz,enron_full_078949,text,0,72,1,7,7,7,1
prefuzz,enron_full_080332,text,0,3,0,7,0,0,0
prefuzz,enron_full_080731,text,0,96,1,7,7,13,3
prefuzz,enron_full_081565,text,0,78,1,7,7,7,1
prefuzz,enron_full_081601,text,0,78,1,7,7,7,1
prefuzz,enron_full_081707,text,0,79,1,7,7,7,1
prefuzz,enron_full_082681,text,0,2,0,7,0,0,0
prefuzz,enron_full_085442,text,0,89,2,7,7,14,2
prefuzz,enron_full_085751,text,0,91,3,7,7,21,3
prefuzz,enron_full_086327,text,0,31,0,7,2,2,1
prefuzz,enron_full_087697,text,0,2,0,7,0,0,0
prefuzz,enron_full_088138,text,0,82,1,7,7,7,1
prefuzz,enron_full_088307,text,0,78,1,7,7,7,1
prefuzz,enron_full_088336,text,0,74,1,7,7,7,1
prefuzz,enron_full_089344,text,0,88,2,7,7,14,2
prefuzz,enron_full_089451,text,0,93,2,7,7,14,2
prefuzz,enron_full_090248,text,0,89,3,7,7,21,3
prefuzz,enron_full_091044,text,0,83,2,7,7,14,2
prefuzz,enron_full_091307,text,0,6133,301,7,7,1873,843
prefuzz,enron_full_092251,text,0,3,0,7,0,0,0
prefuzz,enron_full_092316,text,0,2,0,7,0,0,0
prefuzz,enron_full_092765,text,0,2,0,7,0,0,0
prefuzz,enron_full_093576,text,0,2,0,7,0,0,0
prefuzz,enron_full_094577,text,0,139,6,7,7,43,7
prefuzz,enron_full_094590,text,0,2,0,7,0,0,0
prefuzz,enron_full_094757,text,0,2,0,7,0,0,0
prefuzz,enron_full_095403,text,0,179,12,7,7,84,12
prefuzz,enron_full_096327,text,0,81,1,7,7,7,1
prefuzz,enron_full_096329,text,0,85,2,7,7,14,2
prefuzz,enron_full_098210,text,0,261,22,7,7,154,22
prefuzz,enron_full_098535,text,0,253,22,7,7,154,22
prefuzz,enron_full_098599,text,0,612,63,7,7,441,63
prefuzz,enron_full_098973,text,0,762,75,7,7,525,75
prefuzz,enron_full_099013,text,0,284,16,7,7,112,16
prefuzz,enron_full_099531,text,0,105,2,7,7,14,2
prefuzz,enron_full_100323,text,0,4767,2,7,7,1002,658
prefuzz,enron_full_100466,text,0,92,1,7,7,7,1
prefuzz,enron_full_101174,text,0,120,2,7,7,14,2
prefuzz,enron_full_101274,text,0,100,2,7,7,14,2
prefuzz,enron_full_102532,text,0,93,1,7,7,7,1
prefuzz,enron_full_102695,text,0,105,2,7,7,14,2
prefuzz,enron_full_102774,text,0,100,2,7,7,14,2
prefuzz,enron_full_103426,text,0,92,1,7,7,7,1
prefuzz,enron_full_103581,text,0,98,2,7,7,14,2
prefuzz,enron_full_104396,text,0,3,0,7,0,0,0
prefuzz,enron_full_104402,text,0,582,49,7,7,343,49
prefuzz,enron_full_104423,text,0,2,0,7,0,0,0
prefuzz,enron_full_104598,text,0,645,70,7,7,490,70
prefuzz,enron_full_105565,text,0,80,1,7,7,7,1
prefuzz,enron_full_105930,text,0,76,1,7,7,7,1
prefuzz,enron_full_106126,text,0,93,3,7,7,21,3
prefuzz,enron_full_106135,text,0,84,2,7,7,14,2
prefuzz,enron_full_108529,text,0,75,2,7,7,14,2
prefuzz,enron_full_108654,text,0,262,27,7,7,189,27
prefuzz,enron_full_108933,text,0,100,2,7,7,17,5
prefuzz,enron_full_108996,text,0,82,2,7,7,14,2
prefuzz,enron_full_109605,text,0,88,2,7,7,14,2
prefuzz,enron_full_110370,text,0,72,1,7,7,7,1
prefuzz,enron_full_111197,text,0,2,0,7,0,0,0
prefuzz,enron_full_111665,text,0,85,2,7,7,14,2
prefuzz,enron_full_111904,text,0,89,3,7,7,21,3
prefuzz,enron_full_112694,text,0,74,1,7,7,7,1
prefuzz,enron_full_113971,text,0,142,8,7,7,56,8
prefuzz,enron_full_114650,text,0,76,1,7,7,7,1
prefuzz,enron_full_115626,text,0,2,0,7,0,0,0
prefuzz,enron_full_116065,text,0,89,3,7,7,21,3
prefuzz,enron_full_116692,text,0,73,1,7,7,7,1
prefuzz,enron_full_117087,text,0,77,2,7,7,14,2
prefuzz,enron_full_117441,text,0,85,3,7,7,21,3
prefuzz,enron_full_117988,text,0,88,3,7,7,21,3
prefuzz,enron_full_118247,text,0,77,2,7,7,14,2
prefuzz,enron_full_118573,text,0,75,1,7,7,7,1
prefuzz,enron_full_119068,text,0,76,2,7,7,14,2
prefuzz,enron_full_119674,text,0,2,0,7,0,0,0
prefuzz,enron_full_119896,text,0,35,0,7,1,4,4
prefuzz,enron_full_120534,text,0,88,3,7,7,21,3
prefuzz,enron_full_120641,text,0,65,1,7,7,7,1
prefuzz,enron_full_120822,text,0,90,3,7,7,21,3
prefuzz,enron_full_121175,text,0,79,1,7,7,8,2
prefuzz,enron_full_122290,text,0,2,0,7,0,0,0
prefuzz,enron_full_122402,text,0,2,0,7,0,0,0
prefuzz,enron_full_123831,text,0,91,3,7,7,21,3
prefuzz,enron_full_124264,text,0,79,2,7,7,14,2
prefuzz,enron_full_124451,text,0,88,3,7,7,21,3
prefuzz,enron_full_126518,text,0,90,4,7,7,28,4
prefuzz,enron_full_128013,text,0,2,0,7,0,0,0
prefuzz,enron_full_128290,text,0,3,0,7,0,0,0
prefuzz,enron_full_128461,text,0,82,2,7,7,14,2
prefuzz,enron_full_129750,text,0,89,3,7,7,21,3
prefuzz,enron_full_129922,text,0,180,12,7,7,84,12
prefuzz,enron_full_129965,text,0,92,1,7,7,7,1
prefuzz,enron_full_130406,text,0,89,1,7,7,10,4
prefuzz,enron_full_130557,text,0,81,2,7,7,14,2
prefuzz,enron_full_130818,text,0,110,2,7,7,14,2
prefuzz,enron_full_131990,text,0,98,2,7,7,14,2
prefuzz,enron_full_132971,text,0,84,1,7,7,7,1
prefuzz,enron_full_133588,text,0,119,2,7,7,17,5
prefuzz,enron_full_133819,text,0,102,3,7,7,21,3
prefuzz,enron_full_134727,text,0,3,0,7,0,0,0
prefuzz,enron_full_136330,text,0,104,2,7,7,14,2
prefuzz,enron_full_137531,text,0,104,3,7,7,21,3
prefuzz,enron_full_137711,text,0,110,2,7,7,14,2
prefuzz,enron_full_139013,text,0,2,0,7,0,0,0
prefuzz,enron_full_139188,text,0,149,8,7,7,56,8
prefuzz,enron_full_139197,text,0,103,5,7,7,35,5
prefuzz,enron_full_139486,text,0,84,2,7,7,14,2
prefuzz,enron_full_140225,text,0,70,0,7,2,6,6
prefuzz,enron_full_140420,text,0,193,15,7,7,105,15
prefuzz,enron_full_140552,text,0,83,2,7,7,14,2
prefuzz,enron_full_140885,text,0,77,1,7,7,7,1
prefuzz,enron_full_141161,text,0,2,0,7,0,0,0
prefuzz,enron_full_141985,text,0,267,23,7,7,161,23
prefuzz,enron_full_142230,text,0,72,1,7,7,7,1
prefuzz,enron_full_142612,text,0,83,2,7,7,14,2
prefuzz,enron_full_143076,text,0,80,2,7,7,14,2
prefuzz,enron_full_144720,text,0,25,0,7,1,2,2
prefuzz,enron_full_144759,text,0,2,0,7,0,0,0
prefuzz,enron_full_145061,text,0,92,3,7,7,21,3
prefuzz,enron_full_146696,text,0,83,2,7,7,14,2
prefuzz,enron_full_148007,text,0,85,2,7,7,14,2
prefuzz,enron_full_148315,text,0,99,4,7,7,28,4
prefuzz,enron_full_148338,text,0,100,4,7,7,28,4
prefuzz,enron_full_149174,text,0,73,1,7,7,7,1
prefuzz,enron_full_149842,text,0,105,2,7,7,18,6
prefuzz,enron_full_150562,text,0,78,2,7,7,14,2
prefuzz,enron_full_151773,text,0,3,0,7,0,0,0
prefuzz,enron_full_152307,text,0,73,1,7,7,7,1
prefuzz,enron_full_152987,text,0,76,1,7,7,7,1
prefuzz,enron_full_153167,text,0,211,1,7,7,28,19
prefuzz,enron_full_154125,text,0,19,0,7,1,1,1
prefuzz,enron_full_154648,text,0,2,0,7,0,0,0
prefuzz,enron_full_155829,text,0,75,1,7,7,7,1
prefuzz,enron_full_156626,text,0,69,1,7,7,7,1
prefuzz,enron_full_156811,text,0,140,8,7,7,56,8
prefuzz,enron_full_158640,text,0,75,1,7,7,7,1
prefuzz,enron_full_159222,text,0,96,2,7,7,14,2
prefuzz,enron_full_159570,text,0,84,2,7,7,14,2
prefuzz,enron_full_159687,text,0,108,4,7,7,28,4
prefuzz,enron_full_161067,text,0,79,1,7,7,7,1
prefuzz,enron_full_161301,text,0,82,2,7,7,14,2
prefuzz,enron_full_161404,text,0,96,4,7,7,28,4
prefuzz,enron_full_161839,text,0,2,0,7,0,0,0
prefuzz,enron_full_162338,text,0,84,2,7,7,14,2
prefuzz,enron_full_163700,text,0,2,0,7,0,0,0
prefuzz,enron_full_163994,text,0,72,1,7,7,7,1
prefuzz,enron_full_164128,text,0,20,0,7,1,1,1
prefuzz,enron_full_164251,text,0,91,3,7,7,21,3
prefuzz,enron_full_164751,text,0,2,0,7,0,0,0
prefuzz,enron_full_164805,text,0,2,0,7,0,0,0
prefuzz,enron_full_165550,text,0,2,0,7,0,0,0
prefuzz,enron_full_165951,text,0,400,35,7,7,245,35
prefuzz,enron_full_167260,text,0,498,2,7,7,83,52
prefuzz,enron_full_168469,text,0,164,8,7,7,56,8
prefuzz,enron_full_168971,text,0,112,2,7,7,14,2
prefuzz,enron_full_170176,text,0,2,0,7,0,0,0
prefuzz,enron_full_170711,text,0,189,9,7,7,64,10
prefuzz,enron_full_170765,text,0,203,11,7,7,77,11
prefuzz,enron_full_170860,text,0,2,0,7,0,0,0
prefuzz,enron_full_171509,text,0,85,3,7,7,21,3
prefuzz,enron_full_171797,text,0,2,0,7,0,0,0
prefuzz,enron_full_172609,text,0,2,0,7,0,0,0
prefuzz,enron_full_174436,text,0,86,2,7,7,15,3
prefuzz,enron_full_174861,text,0,74,1,7,7,7,1
prefuzz,enron_full_175011,text,0,2,0,7,0,0,0
prefuzz,enron_full_176124,text,0,75,1,7,7,7,1
prefuzz,enron_full_176753,text,0,76,1,7,7,7,1
prefuzz,enron_full_178212,text,0,72,1,7,7,7,1
prefuzz,enron_full_178550,text,0,76,1,7,7,7,1
prefuzz,enron_full_179413,text,0,75,1,7,7,7,1
prefuzz,enron_full_179791,text,0,72,1,7,7,7,1
prefuzz,enron_full_180640,text,0,73,1,7,7,7,1
prefuzz,enron_full_181037,text,0,164,9,7,7,63,9
prefuzz,enron_full_181456,text,0,552,53,7,7,344,55
prefuzz,enron_full_181872,text,0,78,1,7,7,7,1
prefuzz,enron_full_181885,text,0,78,1,7,7,7,1
prefuzz,enron_full_182915,text,0,69,1,7,7,7,1
prefuzz,enron_full_182942,text,0,78,1,7,7,7,1
prefuzz,enron_full_183169,text,0,76,1,7,7,7,1
prefuzz,enron_full_183297,text,0,69,1,7,7,7,1
prefuzz,enron_full_183379,text,0,71,1,7,7,7,1
prefuzz,enron_full_183388,text,0,71,1,7,7,7,1
prefuzz,enron_full_183934,text,0,77,1,7,7,7,1
prefuzz,enron_full_184508,text,0,76,1,7,7,7,1
prefuzz,enron_full_185731,text,0,2,0,7,0,0,0
prefuzz,enron_full_186258,text,0,76,1,7,7,7,1
prefuzz,enron_full_186778,text,0,78,1,7,7,7,1
prefuzz,enron_full_187181,text,0,81,1,7,7,7,1
prefuzz,enron_full_187432,text,0,71,1,7,7,7,1
prefuzz,enron_full_187706,text,0,76,1,7,7,7,1
prefuzz,enron_full_188453,text,0,75,1,7,7,7,1
prefuzz,enron_full_189842,text,0,76,1,7,7,7,1
prefuzz,enron_full_189980,text,0,88,2,7,7,14,2
prefuzz,enron_full_191466,text,0,70,1,7,7,7,1
prefuzz,enron_full_191744,text,0,28,0,7,1,2,2
prefuzz,enron_full_191882,text,0,71,1,7,7,7,1
prefuzz,enron_full_193162,text,0,88,3,7,7,21,3
prefuzz,enron_full_195402,text,0,78,1,7,7,7,1
prefuzz,enron_full_195600,text,0,544,1,7,7,83,70
prefuzz,enron_full_195759,text,0,76,1,7,7,7,1
prefuzz,enron_full_196134,text,0,99,1,7,7,7,1
prefuzz,enron_full_197175,text,0,102,1,7,7,9,3
prefuzz,enron_full_197216,text,0,84,1,7,7,7,1
prefuzz,enron_full_197678,text,0,85,1,7,7,7,1
prefuzz,enron_full_198102,text,0,90,1,7,7,7,1
prefuzz,enron_full_198996,text,0,99,2,7,7,14,2
prefuzz,enron_full_200327,text,0,118,3,7,7,21,3
prefuzz,enron_full_200476,text,0,102,2,7,7,14,2
prefuzz,enron_full_201608,text,0,107,3,7,7,21,3
prefuzz,enron_full_202547,text,0,100,2,7,7,14,2
prefuzz,enron_full_202611,text,0,3,0,7,0,0,0
prefuzz,enron_full_203046,text,0,91,1,7,7,7,1
prefuzz,enron_full_204937,text,0,109,3,7,7,23,5
prefuzz,enron_full_205754,text,0,103,3,7,7,21,3
prefuzz,enron_full_205846,text,0,85,2,7,7,14,2
prefuzz,enron_full_206132,text,0,75,2,7,7,14,2
prefuzz,enron_full_206426,text,0,73,1,7,7,7,1
prefuzz,enron_full_206631,text,0,3,0,7,0,0,0
prefuzz,enron_full_206780,text,0,88,2,7,7,14,2
prefuzz,enron_full_207863,text,0,73,1,7,7,7,1
prefuzz,enron_full_208242,text,0,80,2,7,7,14,2
prefuzz,enron_full_208362,text,0,79,2,7,7,14,2
prefuzz,enron_full_209030,text,0,86,3,7,7,21,3
prefuzz,enron_full_209358,text,0,89,3,7,7,21,3
prefuzz,enron_full_209479,text,0,88,3,7,7,21,3
prefuzz,enron_full_209859,text,0,130,2,7,7,26,8
prefuzz,enron_full_209958,text,0,73,1,7,7,7,1
prefuzz,enron_full_210032,text,0,35,2,7,2,4,2
prefuzz,enron_full_210772,text,0,83,2,7,7,14,2
prefuzz,enron_full_211094,text,0,2,0,7,0,0,0
prefuzz,enron_full_211389,text,0,93,4,7,7,25,4
prefuzz,enron_full_211892,text,0,2,0,7,0,0,0
prefuzz,enron_full_211966,text,0,2,0,7,0,0,0
prefuzz,enron_full_212202,text,0,2,0,7,0,0,0
prefuzz,enron_full_213178,text,0,2,0,7,0,0,0
prefuzz,enron_full_214684,text,0,87,2,7,7,14,2
prefuzz,enron_full_214861,text,0,81,2,7,7,14,2
prefuzz,enron_full_214866,text,0,146,10,7,7,70,10
prefuzz,enron_full_214883,text,0,91,1,7,7,10,4
prefuzz,enron_full_215380,text,0,78,2,7,7,14,2
prefuzz,enron_full_215696,text,0,88,3,7,7,21,3
prefuzz,enron_full_216853,text,0,94,4,7,7,28,4
prefuzz,enron_full_218707,text,0,71,1,7,7,7,1
prefuzz,enron_full_219044,text,0,79,2,7,7,14,2
prefuzz,enron_full_219142,text,0,72,1,7,7,7,1
prefuzz,enron_full_219243,text,0,82,2,7,7,14,2
prefuzz,enron_full_219501,text,0,18,0,7,1,1,1
prefuzz,enron_full_219509,text,0,19,0,7,1,1,1
prefuzz,enron_full_219658,text,0,3,0,7,0,0,0
prefuzz,enron_full_220234,text,0,96,3,7,7,21,3
prefuzz,enron_full_220556,text,0,82,2,7,7,14,2
prefuzz,enron_full_221304,text,0,106,3,7,7,21,3
prefuzz,enron_full_223253,text,0,113,5,7,7,35,5
prefuzz,enron_full_223630,text,0,82,2,7,7,14,2
prefuzz,enron_full_223933,text,0,92,3,7,7,21,3
prefuzz,enron_full_224076,text,0,84,2,7,7,14,2
prefuzz,enron_full_224176,text,0,93,3,7,7,21,3
prefuzz,enron_full_224421,text,0,104,4,7,7,28,4
prefuzz,enron_full_226002,text,0,3,0,7,0,0,0
prefuzz,enron_full_226675,text,0,85,2,7,7,14,2
prefuzz,enron_full_227135,text,0,87,2,7,7,14,2
prefuzz,enron_full_227290,text,0,2,0,7,0,0,0
prefuzz,enron_full_227315,text,0,76,1,7,7,7,1
prefuzz,enron_full_227317,text,0,88,2,7,7,14,2
prefuzz,enron_full_227401,text,0,95,3,7,7,21,3
prefuzz,enron_full_227576,text,0,106,4,7,7,28,4
prefuzz,enron_full_228518,text,0,102,4,7,7,28,4
prefuzz,enron_full_228640,text,0,103,4,7,7,28,4
prefuzz,enron_full_229065,text,0,92,3,7,7,21,3
prefuzz,enron_full_229125,text,0,89,3,7,7,21,3
prefuzz,enron_full_230449,text,0,165,7,7,7,49,7
prefuzz,enron_full_230615,text,0,122,4,7,7,28,4
prefuzz,enron_full_231206,text,0,95,2,7,7,14,2
prefuzz,enron_full_232509,text,0,100,2,7,7,14,2
prefuzz,enron_full_232529,text,0,409,33,7,7,231,33
prefuzz,enron_full_232592,text,0,115,5,7,7,35,5
prefuzz,enron_full_232830,text,0,105,5,7,7,35,5
prefuzz,enron_full_232998,text,0,102,4,7,7,28,4
prefuzz,enron_full_233012,text,0,97,5,7,7,35,5
prefuzz,enron_full_233273,text,0,97,4,7,7,28,4
prefuzz,enron_full_233711,text,0,107,5,7,7,35,5
prefuzz,enron_full_233845,text,0,90,3,7,7,21,3
prefuzz,enron_full_234397,text,0,125,7,7,7,49,7
prefuzz,enron_full_235427,text,0,90,3,7,7,21,3
prefuzz,enron_full_237126,text,0,93,4,7,7,28,4
prefuzz,enron_full_238037,text,0,118,7,7,7,49,7
prefuzz,enron_full_238970,text,0,95,4,7,7,28,4
prefuzz,enron_full_239927,text,0,113,5,7,7,35,5
prefuzz,enron_full_240437,text,0,76,2,7,7,14,2
prefuzz,enron_full_240888,text,0,913,23,7,7,287,126
prefuzz,enron_full_241204,text,0,1037,119,7,7,833,119
prefuzz,enron_full_242121,text,0,127,7,7,7,49,7
prefuzz,enron_full_242149,text,0,97,4,7,7,28,4
prefuzz,enron_full_242702,text,0,92,3,7,7,21,3
prefuzz,enron_full_242763,text,0,111,5,7,7,35,5
prefuzz,enron_full_243198,text,0,91,3,7,7,21,3
prefuzz,enron_full_243425,text,0,134,5,7,7,35,5
prefuzz,enron_full_244168,text,0,107,4,7,7,28,4
prefuzz,enron_full_244538,text,0,103,4,7,7,28,4
prefuzz,enron_full_244857,text,0,126,3,7,7,21,3
prefuzz,enron_full_244901,text,0,113,4,7,7,28,4
prefuzz,enron_full_244915,text,0,121,5,7,7,35,5
prefuzz,enron_full_245469,text,0,129,5,7,7,35,5
prefuzz,enron_full_246185,text,0,129,4,7,7,28,4
prefuzz,enron_full_246287,text,0,99,4,7,7,28,4
prefuzz,enron_full_246288,text,0,122,7,7,7,49,7
prefuzz,enron_full_246340,text,0,81,2,7,7,14,2
prefuzz,enron_full_246689,text,0,140,5,7,7,35,5
prefuzz,enron_full_246896,text,0,102,4,7,7,28,4
prefuzz,enron_full_247095,text,0,95,3,7,7,21,3
prefuzz,enron_full_247286,text,0,94,3,7,7,21,3
prefuzz,enron_full_247295,text,0,80,2,7,7,14,2
prefuzz,enron_full_247605,text,0,84,2,7,7,14,2
prefuzz,enron_full_247963,text,0,93,3,7,7,21,3
prefuzz,enron_full_248460,text,0,77,2,7,7,14,2
