strategy,query_id,type,repeat,latency_us,candidate_count,filter_queries,inverted_lookups,posting_records_read,full_tag_distance_computations
prefuzz,enron_full_193990,text,0,67,1,7,7,7,1
prefuzz,enron_full_197612,text,0,182,1,7,7,23,17
prefuzz,enron_full_205154,text,0,91,1,7,7,7,1
prefuzz,enron_full_219980,text,0,85,2,7,7,14,2
prefuzz,enron_full_225533,text,0,10,0,7,1,0,0
prefuzz,enron_full_228596,text,0,122,5,7,7,35,5
prefuzz,enron_full_234345,text,0,93,3,7,7,21,3
prefuzz,enron_full_235969,text,0,98,3,7,7,21,3
prefuzz,enron_full_244329,text,0,3,0,7,0,0,0
prefuzz,enron_full_249167,text,0,101,4,7,7,28,4
prefuzz,enron_full_256248,text,0,19,0,7,0,0,0
prefuzz,enron_full_258106,text,0,3,0,7,0,0,0
prefuzz,enron_full_259410,text,0,142,6,7,7,42,6
prefuzz,enron_full_259826,text,0,3,0,7,0,0,0
prefuzz,enron_full_264620,text,0,3,0,7,0,0,0
prefuzz,enron_full_270173,text,0,295,0,7,4,38,38
prefuzz,enron_full_276316,text,0,92,2,7,7,14,2
prefuzz,enron_full_276664,text,0,2,0,7,0,0,0
prefuzz,enron_full_291334,text,0,113,2,7,7,14,2
prefuzz,enron_full_294917,text,0,104,3,7,7,21,3
prefuzz,enron_full_296374,text,0,3,0,7,0,0,0
prefuzz,enron_full_297469,text,0,70,1,7,5,7,2
prefuzz,enron_full_311295,text,0,96,2,7,7,14,2
prefuzz,enron_full_312256,text,0,91,2,7,7,14,2
prefuzz,enron_full_314206,text,0,85,1,7,7,7,1
prefuzz,enron_full_321374,text,0,109,3,7,7,21,3
prefuzz,enron_full_321667,text,0,87,2,7,7,14,2
prefuzz,enron_full_339439,text,0,3,0,7,0,0,0
prefuzz,enron_full_344327,text,0,42,0,7,2,4,2
prefuzz,enron_full_356679,text,0,3,0,7,0,0,0
prefuzz,enron_full_378588,text,0,97,2,7,7,14,2
prefuzz,enron_full_382866,text,0,82,1,7,7,7,1
prefuzz,enron_full_386568,text,0,3,0,7,0,0,0
prefuzz,enron_full_390022,text,0,21,0,7,1,1,1
prefuzz,enron_full_391907,text,0,152,7,7,7,49,7
prefuzz,enron_full_391931,text,0,158,8,7,7,56,8
prefuzz,enron_full_393813,text,0,84,1,7,7,7,1
prefuzz,enron_full_401388,text,0,187,11,7,7,77,11
prefuzz,enron_full_401839,text,0,3,0,7,0,0,0
prefuzz,enron_full_411532,text,0,3,0,7,0,0,0
prefuzz,enron_full_419882,text,0,41,0,7,2,4,2
prefuzz,enron_full_424099,text,0,95,2,7,7,14,2
prefuzz,enron_full_426658,text,0,3,0,7,0,0,0
prefuzz,enron_full_431884,text,0,12,0,7,1,0,0
prefuzz,enron_full_439264,text,0,119,3,7,7,21,3
prefuzz,enron_full_444511,text,0,94,2,7,7,14,2
prefuzz,enron_full_444753,text,0,3,0,7,0,0,0
prefuzz,enron_full_457159,text,0,89,1,7,7,7,1
prefuzz,enron_full_459028,text,0,2,0,7,0,0,0
prefuzz,enron_full_479207,text,0,97,2,7,7,14,2
prefuzz,enron_full_495833,text,0,3,0,7,0,0,0
prefuzz,enron_full_511669,text,0,32,0,7,1,2,2
prefuzz,enron_full_516251,text,0,3,0,7,0,0,0
