query_id,group,payload_digest,source_ref
enron_full_159687,exact_ref,,
enron_full_161067,exact_ref,,
enron_full_161301,exact_ref,,
enron_full_161404,exact_ref,,
enron_full_161839,no_exact_ref,,
enron_full_162338,exact_ref,,
enron_full_163700,no_exact_ref,,
enron_full_163994,exact_ref,,
enron_full_164128,no_exact_ref,,
enron_full_164251,exact_ref,,
enron_full_164751,no_exact_ref,,
enron_full_164805,no_exact_ref,,
enron_full_165550,no_exact_ref,,
enron_full_165951,exact_ref,,
enron_full_167260,exact_ref,,
enron_full_168469,exact_ref,,
enron_full_168971,exact_ref,,
enron_full_170176,no_exact_ref,,
enron_full_170711,exact_ref,,
enron_full_170765,exact_ref,,
enron_full_170860,no_exact_ref,,
enron_full_171509,exact_ref,,
enron_full_171797,no_exact_ref,,
enron_full_172609,no_exact_ref,,
enron_full_174436,exact_ref,,
enron_full_174861,exact_ref,,
enron_full_175011,no_exact_ref,,
enron_full_176124,exact_ref,,
enron_full_176753,exact_ref,,
enron_full_178212,exact_ref,,
enron_full_178550,exact_ref,,
enron_full_179413,exact_ref,,
enron_full_179791,exact_ref,,
enron_full_180640,exact_ref,,
enron_full_181037,exact_ref,,
enron_full_181456,exact_ref,,
enron_full_181872,exact_ref,,
enron_full_181885,exact_ref,,
enron_full_182915,exact_ref,,
enron_full_182942,exact_ref,,
enron_full_183169,exact_ref,,
enron_full_183297,exact_ref,,
enron_full_183379,exact_ref,,
enron_full_183388,exact_ref,,
enron_full_183934,exact_ref,,
enron_full_184508,exact_ref,,
enron_full_185731,no_exact_ref,,
enron_full_186258,exact_ref,,
enron_full_186778,exact_ref,,
enron_full_187181,exact_ref,,
enron_full_187432,exact_ref,,
enron_full_187706,exact_ref,,
enron_full_188453,exact_ref,,
enron_full_189842,exact_ref,,
enron_full_189980,exact_ref,,
enron_full_191466,exact_ref,,
enron_full_191744,no_exact_ref,,
enron_full_191882,exact_ref,,
enron_full_193162,exact_ref,,
enron_full_195402,exact_ref,,
enron_full_195600,exact_ref,,
enron_full_195759,exact_ref,,
enron_full_196134,exact_ref,,
enron_full_197175,exact_ref,,
enron_full_197216,exact_ref,,
enron_full_197678,exact_ref,,
enron_full_198102,exact_ref,,
enron_full_198996,exact_ref,,
enron_full_200327,exact_ref,,
enron_full_200476,exact_ref,,
enron_full_201608,exact_ref,,
enron_full_202547,exact_ref,,
enron_full_202611,no_exact_ref,,
enron_full_203046,exact_ref,,
enron_full_204937,exact_ref,,
enron_full_205754,exact_ref,,
enron_full_205846,exact_ref,,
enron_full_206132,exact_ref,,
enron_full_206426,exact_ref,,
enron_full_206631,no_exact_ref,,
enron_full_206780,exact_ref,,
enron_full_207863,exact_ref,,
enron_full_208242,exact_ref,,
enron_full_208362,exact_ref,,
enron_full_209030,exact_ref,,
enron_full_209358,exact_ref,,
enron_full_209479,exact_ref,,
enron_full_209859,exact_ref,,
enron_full_209958,exact_ref,,
enron_full_210032,no_exact_ref,,
enron_full_210772,exact_ref,,
enron_full_211094,no_exact_ref,,
enron_full_211389,exact_ref,,
enron_full_211892,no_exact_ref,,
enron_full_211966,no_exact_ref,,
enron_full_212202,no_exact_ref,,
enron_full_213178,no_exact_ref,,
enron_full_214684,exact_ref,,
enron_full_214861,exact_ref,,
enron_full_214866,exact_ref,,
enron_full_214883,exact_ref,,
enron_full_215380,exact_ref,,
enron_full_215696,exact_ref,,
enron_full_216853,exact_ref,,
enron_full_218707,exact_ref,,
enron_full_219044,exact_ref,,
enron_full_219142,exact_ref,,
enron_full_219243,exact_ref,,
enron_full_219501,no_exact_ref,,
enron_full_219509,no_exact_ref,,
enron_full_219658,no_exact_ref,,
enron_full_220234,exact_ref,,
enron_full_220556,exact_ref,,
enron_full_221304,exact_ref,,
enron_full_223253,exact_ref,,
enron_full_223630,exact_ref,,
enron_full_223933,exact_ref,,
enron_full_224076,exact_ref,,
enron_full_224176,exact_ref,,
enron_full_224421,exact_ref,,
enron_full_226002,no_exact_ref,,
enron_full_226675,exact_ref,,
enron_full_227135,exact_ref,,
enron_full_227290,no_exact_ref,,
enron_full_227315,exact_ref,,
enron_full_227317,no_exact_ref,,
enron_full_227401,exact_ref,,
enron_full_227576,exact_ref,,
enron_full_228518,exact_ref,,
enron_full_228640,exact_ref,,
enron_full_229065,exact_ref,,
enron_full_229125,exact_ref,,
enron_full_230449,exact_ref,,
enron_full_230615,exact_ref,,
enron_full_231206,exact_ref,,
enron_full_232509,exact_ref,,
enron_full_232529,exact_ref,,
enron_full_232592,exact_ref,,
enron_full_232830,exact_ref,,
enron_full_232998,exact_ref,,
enron_full_233012,exact_ref,,
enron_full_233273,exact_ref,,
enron_full_233711,exact_ref,,
enron_full_233845,exact_ref,,
enron_full_234397,exact_ref,,
enron_full_235427,exact_ref,,
enron_full_237126,exact_ref,,
enron_full_238037,exact_ref,,
enron_full_238970,exact_ref,,
enron_full_239927,exact_ref,,
enron_full_240437,exact_ref,,
enron_full_240888,exact_ref,,
enron_full_241204,exact_ref,,
enron_full_242121,exact_ref,,
enron_full_242149,exact_ref,,
enron_full_242702,exact_ref,,
enron_full_242763,exact_ref,,
enron_full_243198,exact_ref,,
enron_full_243425,exact_ref,,
enron_full_244168,no_exact_ref,,
enron_full_244538,exact_ref,,
enron_full_244857,exact_ref,,
enron_full_244901,exact_ref,,
enron_full_244915,exact_ref,,
enron_full_245469,exact_ref,,
enron_full_246185,exact_ref,,
enron_full_246287,exact_ref,,
enron_full_246288,exact_ref,,
enron_full_246340,exact_ref,,
enron_full_246689,exact_ref,,
enron_full_246896,exact_ref,,
enron_full_247095,exact_ref,,
enron_full_247286,exact_ref,,
enron_full_247295,exact_ref,,
enron_full_247605,exact_ref,,
enron_full_247963,exact_ref,,
enron_full_248460,exact_ref,,
enron_full_248776,no_exact_ref,,
enron_full_249257,no_exact_ref,,
enron_full_250519,exact_ref,,
enron_full_250725,exact_ref,,
enron_full_252462,no_exact_ref,,
enron_full_253509,no_exact_ref,,
enron_full_253676,exact_ref,,
enron_full_253776,exact_ref,,
enron_full_253875,exact_ref,,
enron_full_254022,exact_ref,,
enron_full_254732,exact_ref,,
enron_full_254813,exact_ref,,
enron_full_254930,no_exact_ref,,
enron_full_256359,no_exact_ref,,
enron_full_256719,no_exact_ref,,
enron_full_257223,no_exact_ref,,
enron_full_257476,no_exact_ref,,
enron_full_257526,no_exact_ref,,
enron_full_258106,no_exact_ref,,
enron_full_258436,no_exact_ref,,
enron_full_259050,exact_ref,,
enron_full_259076,no_exact_ref,,
enron_full_259321,exact_ref,,
enron_full_260192,exact_ref,,
enron_full_261884,no_exact_ref,,
enron_full_262514,exact_ref,,
enron_full_262785,no_exact_ref,,
enron_full_263240,exact_ref,,
enron_full_264723,no_exact_ref,,
enron_full_265023,exact_ref,,
enron_full_265448,exact_ref,,
enron_full_265746,exact_ref,,
enron_full_265774,exact_ref,,
enron_full_266026,exact_ref,,
enron_full_266097,no_exact_ref,,
enron_full_267067,exact_ref,,
enron_full_267198,exact_ref,,
enron_full_268981,exact_ref,,
enron_full_269702,no_exact_ref,,
enron_full_270257,no_exact_ref,,
enron_full_270526,exact_ref,,
enron_full_271097,exact_ref,,
enron_full_271232,exact_ref,,
enron_full_272570,no_exact_ref,,
enron_full_273248,exact_ref,,
enron_full_273363,exact_ref,,
enron_full_273791,exact_ref,,
enron_full_273820,exact_ref,,
enron_full_273961,exact_ref,,
enron_full_274206,exact_ref,,
enron_full_274561,exact_ref,,
enron_full_274757,exact_ref,,
enron_full_274786,no_exact_ref,,
enron_full_275183,no_exact_ref,,
enron_full_275570,exact_ref,,
enron_full_276028,no_exact_ref,,
enron_full_276324,exact_ref,,
enron_full_276342,exact_ref,,
enron_full_277439,no_exact_ref,,
enron_full_277990,exact_ref,,
enron_full_278811,exact_ref,,
enron_full_279563,no_exact_ref,,
enron_full_279751,exact_ref,,
enron_full_280423,no_exact_ref,,
enron_full_280603,no_exact_ref,,
enron_full_281547,no_exact_ref,,
enron_full_282395,exact_ref,,
enron_full_283356,exact_ref,,
enron_full_283839,exact_ref,,
enron_full_283868,exact_ref,,
enron_full_284197,exact_ref,,
enron_full_284956,exact_ref,,
enron_full_285559,exact_ref,,
enron_full_286024,exact_ref,,
enron_full_286036,exact_ref,,
enron_full_286164,exact_ref,,
enron_full_286899,exact_ref,,
enron_full_287012,no_exact_ref,,
enron_full_287512,exact_ref,,
enron_full_287655,exact_ref,,
enron_full_287736,exact_ref,,
enron_full_287760,exact_ref,,
enron_full_287778,exact_ref,,
enron_full_288938,exact_ref,,
enron_full_289243,no_exact_ref,,
enron_full_291054,no_exact_ref,,
enron_full_291275,no_exact_ref,,
enron_full_291375,no_exact_ref,,
enron_full_291790,exact_ref,,
enron_full_292561,exact_ref,,
enron_full_292656,exact_ref,,
enron_full_293066,exact_ref,,
enron_full_293083,exact_ref,,
enron_full_293619,exact_ref,,
enron_full_293948,no_exact_ref,,
enron_full_293985,exact_ref,,
enron_full_295023,exact_ref,,
enron_full_295246,no_exact_ref,,
enron_full_296957,no_exact_ref,,
enron_full_298392,no_exact_ref,,
enron_full_298764,no_exact_ref,,
enron_full_299033,no_exact_ref,,
enron_full_299289,exact_ref,,
enron_full_299345,exact_ref,,
enron_full_299690,exact_ref,,
enron_full_300310,exact_ref,,
enron_full_300702,exact_ref,,
enron_full_301521,exact_ref,,
enron_full_301926,exact_ref,,
enron_full_302529,exact_ref,,
enron_full_303527,exact_ref,,
enron_full_304134,exact_ref,,
enron_full_304324,exact_ref,,
enron_full_305112,exact_ref,,
enron_full_305491,exact_ref,,
enron_full_305595,exact_ref,,
enron_full_306022,exact_ref,,
enron_full_306282,exact_ref,,
enron_full_306838,exact_ref,,
enron_full_306879,exact_ref,,
enron_full_307066,exact_ref,,
enron_full_307536,exact_ref,,
enron_full_307959,exact_ref,,
enron_full_308283,exact_ref,,
enron_full_308504,exact_ref,,
enron_full_308666,exact_ref,,
enron_full_310049,exact_ref,,
enron_full_310050,exact_ref,,
enron_full_310056,exact_ref,,
enron_full_310895,exact_ref,,
enron_full_310913,exact_ref,,
enron_full_311017,exact_ref,,
enron_full_313090,exact_ref,,
enron_full_314206,exact_ref,,
enron_full_314362,exact_ref,,
enron_full_315231,exact_ref,,
enron_full_315279,exact_ref,,
enron_full_315623,exact_ref,,
enron_full_316006,exact_ref,,
enron_full_317192,exact_ref,,
enron_full_317451,exact_ref,,
enron_full_318133,exact_ref,,
enron_full_318207,exact_ref,,
enron_full_318845,exact_ref,,
enron_full_318909,exact_ref,,
enron_full_319080,exact_ref,,
enron_full_319320,exact_ref,,
enron_full_319952,exact_ref,,
enron_full_320564,exact_ref,,
enron_full_320626,exact_ref,,
enron_full_321445,exact_ref,,
enron_full_321807,exact_ref,,
enron_full_321918,exact_ref,,
enron_full_322149,exact_ref,,
enron_full_322706,exact_ref,,
enron_full_322737,exact_ref,,
enron_full_322757,exact_ref,,
enron_full_324000,exact_ref,,
enron_full_324353,no_exact_ref,,
enron_full_325002,exact_ref,,
enron_full_325131,exact_ref,,
enron_full_325547,exact_ref,,
enron_full_326276,exact_ref,,
enron_full_326406,exact_ref,,
enron_full_326699,exact_ref,,
enron_full_326891,exact_ref,,
enron_full_327398,exact_ref,,
enron_full_327734,exact_ref,,
enron_full_330743,exact_ref,,
enron_full_330847,exact_ref,,
enron_full_331065,no_exact_ref,,
enron_full_331235,exact_ref,,
enron_full_331309,no_exact_ref,,
enron_full_332147,no_exact_ref,,
enron_full_332523,exact_ref,,
enron_full_333276,exact_ref,,
enron_full_333308,exact_ref,,
enron_full_333309,exact_ref,,
enron_full_334798,no_exact_ref,,
enron_full_335428,exact_ref,,
enron_full_335498,exact_ref,,
enron_full_335546,exact_ref,,
enron_full_335575,exact_ref,,
enron_full_335623,exact_ref,,
enron_full_335857,exact_ref,,
enron_full_335946,exact_ref,,
enron_full_336542,exact_ref,,
enron_full_337267,exact_ref,,
enron_full_337292,exact_ref,,
enron_full_337470,exact_ref,,
enron_full_339638,no_exact_ref,,
enron_full_340418,exact_ref,,
enron_full_340472,exact_ref,,
enron_full_340761,exact_ref,,
enron_full_341249,exact_ref,,
enron_full_341362,exact_ref,,
enron_full_342301,exact_ref,,
enron_full_342735,exact_ref,,
enron_full_344191,exact_ref,,
enron_full_344335,exact_ref,,
enron_full_344645,no_exact_ref,,
enron_full_345595,exact_ref,,
enron_full_345814,exact_ref,,
enron_full_348142,exact_ref,,
enron_full_348438,no_exact_ref,,
enron_full_349353,no_exact_ref,,
enron_full_349483,no_exact_ref,,
enron_full_352068,no_exact_ref,,
enron_full_352183,exact_ref,,
enron_full_352410,exact_ref,,
enron_full_352552,no_exact_ref,,
enron_full_353158,exact_ref,,
enron_full_353883,no_exact_ref,,
enron_full_354290,no_exact_ref,,
enron_full_355229,no_exact_ref,,
enron_full_355694,exact_ref,,
enron_full_355895,no_exact_ref,,
enron_full_356569,no_exact_ref,,
enron_full_356908,exact_ref,,
enron_full_356976,no_exact_ref,,
enron_full_358597,no_exact_ref,,
enron_full_358915,no_exact_ref,,
enron_full_360085,exact_ref,,
enron_full_360983,exact_ref,,
enron_full_362389,exact_ref,,
enron_full_363120,exact_ref,,
enron_full_363607,no_exact_ref,,
enron_full_363846,no_exact_ref,,
enron_full_363876,exact_ref,,
enron_full_364025,no_exact_ref,,
enron_full_364586,exact_ref,,
enron_full_365105,no_exact_ref,,
enron_full_365478,no_exact_ref,,
enron_full_365497,exact_ref,,
enron_full_365509,no_exact_ref,,
enron_full_365947,no_exact_ref,,
enron_full_366510,exact_ref,,
enron_full_366895,exact_ref,,
enron_full_367052,no_exact_ref,,
enron_full_367129,no_exact_ref,,
enron_full_367319,no_exact_ref,,
enron_full_367765,exact_ref,,
enron_full_367912,no_exact_ref,,
enron_full_368156,no_exact_ref,,
enron_full_368318,no_exact_ref,,
enron_full_369168,exact_ref,,
enron_full_369419,exact_ref,,
enron_full_370439,exact_ref,,
enron_full_371121,no_exact_ref,,
enron_full_373728,exact_ref,,
enron_full_373978,exact_ref,,
enron_full_374719,exact_ref,,
enron_full_374736,exact_ref,,
enron_full_375606,exact_ref,,
enron_full_376013,exact_ref,,
enron_full_376710,exact_ref,,
enron_full_377221,exact_ref,,
enron_full_377377,exact_ref,,
enron_full_378712,exact_ref,,
enron_full_378826,exact_ref,,
enron_full_379382,exact_ref,,
enron_full_379515,exact_ref,,
enron_full_380183,exact_ref,,
enron_full_380419,exact_ref,,
enron_full_380667,exact_ref,,
enron_full_381275,exact_ref,,
enron_full_381430,exact_ref,,
enron_full_381540,exact_ref,,
enron_full_381912,exact_ref,,
enron_full_382401,no_exact_ref,,
enron_full_382476,exact_ref,,
enron_full_382877,exact_ref,,
enron_full_384162,no_exact_ref,,
enron_full_384461,exact_ref,,
enron_full_384653,exact_ref,,
enron_full_384988,exact_ref,,
enron_full_385098,exact_ref,,
enron_full_385839,exact_ref,,
enron_full_386188,no_exact_ref,,
enron_full_386616,no_exact_ref,,
enron_full_386731,no_exact_ref,,
enron_full_387578,exact_ref,,
enron_full_387701,no_exact_ref,,
enron_full_387952,no_exact_ref,,
enron_full_388565,exact_ref,,
enron_full_388921,exact_ref,,
enron_full_390158,exact_ref,,
enron_full_391047,exact_ref,,
enron_full_391217,no_exact_ref,,
enron_full_391486,no_exact_ref,,
enron_full_391746,no_exact_ref,,
enron_full_392955,exact_ref,,
enron_full_393136,no_exact_ref,,
enron_full_393487,exact_ref,,
enron_full_394271,exact_ref,,
enron_full_394331,exact_ref,,
enron_full_394348,exact_ref,,
enron_full_394407,no_exact_ref,,
enron_full_395301,exact_ref,,
enron_full_395725,no_exact_ref,,
enron_full_396292,exact_ref,,
enron_full_396812,exact_ref,,
enron_full_397391,exact_ref,,
enron_full_397879,exact_ref,,
enron_full_398718,exact_ref,,
enron_full_399591,no_exact_ref,,
enron_full_399779,no_exact_ref,,
enron_full_399917,no_exact_ref,,
enron_full_400523,exact_ref,,
enron_full_401763,no_exact_ref,,
enron_full_401798,no_exact_ref,,
enron_full_402233,exact_ref,,
enron_full_402310,exact_ref,,
enron_full_403001,exact_ref,,
enron_full_403036,exact_ref,,
enron_full_403180,exact_ref,,
enron_full_404066,exact_ref,,
enron_full_405218,exact_ref,,
enron_full_405288,exact_ref,,
enron_full_405421,exact_ref,,
enron_full_406531,exact_ref,,
enron_full_407210,exact_ref,,
enron_full_407416,exact_ref,,
enron_full_407459,exact_ref,,
enron_full_407590,exact_ref,,
enron_full_407747,exact_ref,,
enron_full_408988,exact_ref,,
enron_full_409260,exact_ref,,
enron_full_409276,exact_ref,,
enron_full_409720,exact_ref,,
enron_full_409761,exact_ref,,
enron_full_410980,no_exact_ref,,
enron_full_411073,no_exact_ref,,
enron_full_411853,exact_ref,,
enron_full_412435,exact_ref,,
enron_full_412836,exact_ref,,
enron_full_414414,exact_ref,,
enron_full_414620,exact_ref,,
enron_full_414624,no_exact_ref,,
enron_full_415032,exact_ref,,
enron_full_415416,exact_ref,,
enron_full_415425,exact_ref,,
enron_full_415589,exact_ref,,
enron_full_416173,no_exact_ref,,
enron_full_416275,no_exact_ref,,
enron_full_417397,exact_ref,,
enron_full_418145,exact_ref,,
enron_full_418173,exact_ref,,
enron_full_418938,exact_ref,,
enron_full_419715,exact_ref,,
enron_full_419787,exact_ref,,
enron_full_419936,exact_ref,,
enron_full_419992,exact_ref,,
enron_full_420340,exact_ref,,
enron_full_420635,exact_ref,,
enron_full_421070,no_exact_ref,,
enron_full_421581,no_exact_ref,,
enron_full_421659,no_exact_ref,,
enron_full_422214,no_exact_ref,,
enron_full_422408,exact_ref,,
enron_full_423045,exact_ref,,
enron_full_423694,exact_ref,,
enron_full_423789,exact_ref,,
enron_full_424183,no_exact_ref,,
enron_full_424691,exact_ref,,
enron_full_425035,exact_ref,,
enron_full_425166,exact_ref,,
enron_full_425789,exact_ref,,
enron_full_426054,exact_ref,,
enron_full_426288,exact_ref,,
enron_full_427733,exact_ref,,
enron_full_428515,exact_ref,,
enron_full_428895,exact_ref,,
enron_full_429441,no_exact_ref,,
enron_full_429986,no_exact_ref,,
enron_full_430065,no_exact_ref,,
enron_full_430260,no_exact_ref,,
enron_full_430592,no_exact_ref,,
enron_full_431423,no_exact_ref,,
enron_full_432116,exact_ref,,
enron_full_432508,exact_ref,,
enron_full_433686,exact_ref,,
enron_full_433711,exact_ref,,
